Dystans do przejscia: 1000, dlugosc kroku: 5
5719: (x,y)=(-18.5204,330.888)
5720: (x,y)=(-13.6908,329.594)
5721: (x,y)=(-8.72808,328.985)
5722: (x,y)=(-13.1012,331.409)
5723: (x,y)=(-15.8971,335.554)
5724: (x,y)=(-16.1588,340.547)
5725: (x,y)=(-20.3991,343.197)
5726: (x,y)=(-15.5083,342.157)
5727: (x,y)=(-11.5151,345.166)
5728: (x,y)=(-11.1664,350.154)
5729: (x,y)=(-14.9966,346.94)
5730: (x,y)=(-17.5718,351.226)
5731: (x,y)=(-21.1073,347.691)
5732: (x,y)=(-25.522,350.038)
5733: (x,y)=(-22.4437,353.978)
5734: (x,y)=(-17.9122,356.091)
5735: (x,y)=(-22.2423,353.591)
5736: (x,y)=(-17.2492,353.329)
5737: (x,y)=(-16.7265,348.357)
5738: (x,y)=(-21.5562,347.063)
5739: (x,y)=(-16.9202,345.19)
5740: (x,y)=(-13.447,341.593)
5741: (x,y)=(-17.7771,344.093)
5742: (x,y)=(-20.1244,348.508)
5743: (x,y)=(-23.0634,344.463)
5744: (x,y)=(-20.0543,340.47)
5745: (x,y)=(-22.7775,344.663)
5746: (x,y)=(-25.9241,348.549)
5747: (x,y)=(-25.8368,353.548)
5748: (x,y)=(-30.2516,351.201)
5749: (x,y)=(-32.6756,355.574)
5750: (x,y)=(-30.026,359.814)
5751: (x,y)=(-26.086,356.736)
5752: (x,y)=(-27.2956,361.587)
5753: (x,y)=(-31.0113,364.933)
5754: (x,y)=(-26.0143,364.758)
5755: (x,y)=(-21.4118,362.805)
5756: (x,y)=(-18.2652,358.919)
5757: (x,y)=(-13.4589,360.297)
5758: (x,y)=(-11.997,365.078)
5759: (x,y)=(-15.0061,369.072)
5760: (x,y)=(-18.1527,365.186)
5761: (x,y)=(-19.021,370.11)
5762: (x,y)=(-14.2657,368.565)
5763: (x,y)=(-9.56722,370.275)
5764: (x,y)=(-6.09393,373.872)
5765: (x,y)=(-2.26371,377.086)
5766: (x,y)=(1.97653,379.735)
5767: (x,y)=(-1.30376,375.962)
5768: (x,y)=(3.33216,374.089)
5769: (x,y)=(1.45912,378.725)
5770: (x,y)=(-2.48093,375.646)
5771: (x,y)=(-2.13215,380.634)
5772: (x,y)=(-4.16583,376.066)
5773: (x,y)=(-4.68847,381.039)
5774: (x,y)=(-9.68847,381.039)
5775: (x,y)=(-14.1435,383.309)
5776: (x,y)=(-18.925,381.847)
5777: (x,y)=(-23.922,382.022)
5778: (x,y)=(-28.2951,384.446)
5779: (x,y)=(-30.8703,380.16)
5780: (x,y)=(-35.6518,381.622)
5781: (x,y)=(-40.2543,383.575)
5782: (x,y)=(-39.1296,378.703)
5783: (x,y)=(-35.7196,382.36)
5784: (x,y)=(-34.3414,377.554)
5785: (x,y)=(-30.8059,374.018)
5786: (x,y)=(-25.9762,375.312)
5787: (x,y)=(-29.7498,372.032)
5788: (x,y)=(-33.2231,375.629)
5789: (x,y)=(-35.1767,380.231)
5790: (x,y)=(-40.0486,379.107)
5791: (x,y)=(-38.2567,383.775)
5792: (x,y)=(-42.7883,385.888)
5793: (x,y)=(-41.5787,390.739)
5794: (x,y)=(-46.5718,390.477)
5795: (x,y)=(-50.1685,393.951)
5796: (x,y)=(-48.0554,389.419)
5797: (x,y)=(-43.1314,390.287)
5798: (x,y)=(-41.3395,394.955)
5799: (x,y)=(-45.8335,392.763)
5800: (x,y)=(-42.7552,388.823)
5801: (x,y)=(-37.8168,388.041)
5802: (x,y)=(-32.854,388.651)
5803: (x,y)=(-37.4566,390.604)
5804: (x,y)=(-32.925,388.491)
5805: (x,y)=(-37.7969,387.366)
5806: (x,y)=(-37.7969,392.366)
5807: (x,y)=(-36.2518,387.611)
5808: (x,y)=(-41.2145,388.22)
5809: (x,y)=(-41.2145,383.22)
5810: (x,y)=(-39.8363,378.414)
5811: (x,y)=(-36.758,382.354)
5812: (x,y)=(-40.5882,379.14)
5813: (x,y)=(-36.2151,381.564)
5814: (x,y)=(-39.4291,377.734)
5815: (x,y)=(-35.5433,380.881)
5816: (x,y)=(-39.3169,377.6)
5817: (x,y)=(-34.3929,378.469)
5818: (x,y)=(-33.9571,373.488)
5819: (x,y)=(-35.7489,368.82)
5820: (x,y)=(-37.5408,364.152)
5821: (x,y)=(-37.192,369.14)
5822: (x,y)=(-38.5702,364.333)
5823: (x,y)=(-37.7019,369.257)
5824: (x,y)=(-42.5534,368.048)
5825: (x,y)=(-45.4923,372.093)
5826: (x,y)=(-40.5114,372.529)
5827: (x,y)=(-45.1793,374.32)
5828: (x,y)=(-46.1333,369.412)
5829: (x,y)=(-44.7551,374.219)
5830: (x,y)=(-44.5806,379.216)
5831: (x,y)=(-49.4321,380.425)
5832: (x,y)=(-52.646,384.255)
5833: (x,y)=(-50.3761,379.8)
5834: (x,y)=(-52.5679,384.294)
5835: (x,y)=(-53.0906,379.322)
5836: (x,y)=(-53.8727,374.383)
5837: (x,y)=(-58.4753,372.43)
5838: (x,y)=(-62.4684,375.439)
5839: (x,y)=(-57.9007,377.472)
5840: (x,y)=(-62.5032,375.519)
5841: (x,y)=(-57.9007,377.472)
5842: (x,y)=(-61.3107,381.129)
5843: (x,y)=(-56.3381,381.652)
5844: (x,y)=(-51.6105,380.024)
5845: (x,y)=(-54.0346,384.397)
5846: (x,y)=(-54.1218,389.396)
5847: (x,y)=(-49.3403,390.858)
5848: (x,y)=(-50.1225,385.92)
5849: (x,y)=(-54.5372,388.267)
5850: (x,y)=(-49.5403,388.442)
5851: (x,y)=(-50.4943,393.35)
5852: (x,y)=(-48.7025,398.018)
5853: (x,y)=(-53.0326,400.518)
5854: (x,y)=(-56.2465,396.687)
5855: (x,y)=(-60.6196,399.111)
5856: (x,y)=(-56.6796,396.033)
5857: (x,y)=(-59.1796,391.703)
5858: (x,y)=(-55.3493,394.917)
5859: (x,y)=(-50.5941,393.372)
5860: (x,y)=(-54.3676,396.652)
5861: (x,y)=(-59.3554,396.303)
5862: (x,y)=(-63.8105,398.573)
5863: (x,y)=(-65.2723,393.792)
5864: (x,y)=(-60.5447,392.164)
5865: (x,y)=(-55.5721,392.687)
5866: (x,y)=(-56.8662,387.857)
5867: (x,y)=(-54.5189,392.272)
5868: (x,y)=(-55.6436,387.4)
5869: (x,y)=(-55.2078,392.381)
5870: (x,y)=(-50.2997,391.427)
5871: (x,y)=(-48.0297,386.972)
5872: (x,y)=(-49.2394,382.12)
5873: (x,y)=(-54.2386,382.033)
5874: (x,y)=(-56.8882,377.793)
5875: (x,y)=(-60.2982,381.45)
5876: (x,y)=(-58.3445,376.847)
5877: (x,y)=(-55.3355,372.854)
5878: (x,y)=(-58.5494,376.684)
5879: (x,y)=(-63.3047,375.139)
5880: (x,y)=(-61.4316,379.775)
5881: (x,y)=(-60.0535,374.969)
5882: (x,y)=(-63.3991,378.684)
5883: (x,y)=(-65.8991,383.014)
5884: (x,y)=(-66.2479,378.027)
5885: (x,y)=(-61.3398,378.981)
5886: (x,y)=(-66.2782,379.763)
5887: (x,y)=(-61.5506,381.391)
5888: (x,y)=(-64.9606,385.047)
5889: (x,y)=(-67.1524,389.541)
5890: (x,y)=(-66.2842,394.466)
5891: (x,y)=(-71.1561,395.59)
5892: (x,y)=(-66.4285,393.962)
5893: (x,y)=(-70.2587,397.176)
5894: (x,y)=(-65.2594,397.089)
5895: (x,y)=(-60.3354,397.957)
5896: (x,y)=(-56.2903,400.896)
5897: (x,y)=(-53.6407,396.656)
5898: (x,y)=(-51.607,401.224)
5899: (x,y)=(-55.2037,397.75)
5900: (x,y)=(-50.3523,396.541)
5901: (x,y)=(-46.0664,399.116)
5902: (x,y)=(-46.0664,404.116)
5903: (x,y)=(-41.3111,405.661)
5904: (x,y)=(-40.1864,400.789)
5905: (x,y)=(-40.0119,405.786)
5906: (x,y)=(-35.4804,403.673)
5907: (x,y)=(-34.7845,408.624)
5908: (x,y)=(-29.9126,409.749)
5909: (x,y)=(-25.3101,407.796)
5910: (x,y)=(-21.3701,404.717)
5911: (x,y)=(-26.1253,403.172)
5912: (x,y)=(-21.2346,402.133)
5913: (x,y)=(-16.3628,401.008)
5914: (x,y)=(-13.6396,405.201)
5915: (x,y)=(-15.2674,400.474)
5916: (x,y)=(-18.2765,396.48)
5917: (x,y)=(-14.2314,393.542)
5918: (x,y)=(-18.1171,390.395)
5919: (x,y)=(-16.9924,385.523)
5920: (x,y)=(-15.2005,380.855)
5921: (x,y)=(-20.0913,379.816)
5922: (x,y)=(-24.8976,381.194)
5923: (x,y)=(-28.6133,384.539)
5924: (x,y)=(-23.6255,384.191)
5925: (x,y)=(-18.8702,382.646)
5926: (x,y)=(-23.4727,380.692)
5927: (x,y)=(-28.228,379.147)
5928: (x,y)=(-30.0198,383.815)
5929: (x,y)=(-33.5554,380.279)
5930: (x,y)=(-37.3289,383.56)
5931: (x,y)=(-34.7537,379.274)
5932: (x,y)=(-29.9474,380.652)
5933: (x,y)=(-27.1515,384.797)
5934: (x,y)=(-29.1051,380.195)
5935: (x,y)=(-24.6904,382.542)
5936: (x,y)=(-28.8837,379.819)
5937: (x,y)=(-33.7556,378.694)
5938: (x,y)=(-31.0324,382.887)
5939: (x,y)=(-33.9003,386.983)
5940: (x,y)=(-29.5272,384.559)
5941: (x,y)=(-33.9822,386.829)
5942: (x,y)=(-28.9944,386.48)
5943: (x,y)=(-30.204,391.332)
5944: (x,y)=(-25.223,391.767)
5945: (x,y)=(-23.1893,387.2)
5946: (x,y)=(-27.6041,389.547)
5947: (x,y)=(-22.6959,388.593)
5948: (x,y)=(-23.9055,383.742)
5949: (x,y)=(-28.0013,386.609)
5950: (x,y)=(-31.6581,383.199)
5951: (x,y)=(-36.3565,381.489)
5952: (x,y)=(-31.3596,381.664)
5953: (x,y)=(-35.8536,379.472)
5954: (x,y)=(-39.0675,375.642)
5955: (x,y)=(-34.286,374.18)
5956: (x,y)=(-39.2487,374.789)
5957: (x,y)=(-37.215,370.221)
5958: (x,y)=(-33.5582,366.812)
5959: (x,y)=(-34.7679,361.96)
5960: (x,y)=(-29.8438,361.092)
5961: (x,y)=(-26.5635,357.318)
5962: (x,y)=(-28.2736,352.62)
5963: (x,y)=(-32.2137,355.698)
5964: (x,y)=(-27.3418,354.573)
5965: (x,y)=(-24.1279,358.404)
5966: (x,y)=(-19.2198,359.358)
5967: (x,y)=(-24.2167,359.183)
5968: (x,y)=(-19.4891,357.555)
5969: (x,y)=(-20.185,352.604)
5970: (x,y)=(-15.2942,353.643)
5971: (x,y)=(-19.8968,355.597)
5972: (x,y)=(-19.1146,360.536)
5973: (x,y)=(-17.3228,355.868)
5974: (x,y)=(-12.755,357.901)
5975: (x,y)=(-16.1007,361.617)
5976: (x,y)=(-15.6649,366.598)
5977: (x,y)=(-19.3217,370.008)
5978: (x,y)=(-15.3816,366.93)
5979: (x,y)=(-16.6757,362.1)
5980: (x,y)=(-14.642,366.668)
5981: (x,y)=(-19.6146,366.145)
5982: (x,y)=(-21.962,370.56)
5983: (x,y)=(-23.6721,365.861)
5984: (x,y)=(-23.1495,360.889)
5985: (x,y)=(-20.0029,357.003)
5986: (x,y)=(-23.3485,360.719)
5987: (x,y)=(-23.523,365.716)
5988: (x,y)=(-18.6715,364.506)
5989: (x,y)=(-18.846,369.503)
5990: (x,y)=(-14.391,367.233)
5991: (x,y)=(-15.6851,372.063)
5992: (x,y)=(-20.6577,371.54)
5993: (x,y)=(-16.4643,374.263)
5994: (x,y)=(-17.0737,379.226)
5995: (x,y)=(-18.0277,374.318)
5996: (x,y)=(-16.8181,379.169)
5997: (x,y)=(-19.6141,383.315)
5998: (x,y)=(-16.8181,387.46)
5999: (x,y)=(-19.9647,391.346)
6000: (x,y)=(-23.3747,387.689)
6001: (x,y)=(-24.5843,392.54)
6002: (x,y)=(-19.6459,391.758)
6003: (x,y)=(-14.6649,391.322)
6004: (x,y)=(-12.395,395.777)
6005: (x,y)=(-8.10912,398.353)
6006: (x,y)=(-9.48731,393.546)
6007: (x,y)=(-8.2777,388.695)
6008: (x,y)=(-13.2017,387.827)
6009: (x,y)=(-14.1558,382.918)
6010: (x,y)=(-9.55326,384.872)
6011: (x,y)=(-8.68502,389.796)
6012: (x,y)=(-8.16237,384.823)
6013: (x,y)=(-6.04928,380.292)
6014: (x,y)=(-6.39807,375.304)
6015: (x,y)=(-2.56784,372.09)
6016: (x,y)=(0.228121,367.945)
6017: (x,y)=(3.37472,364.059)
6018: (x,y)=(6.65502,360.286)
6019: (x,y)=(7.86463,365.137)
6020: (x,y)=(4.1489,368.483)
6021: (x,y)=(7.4292,372.256)
6022: (x,y)=(11.4224,369.247)
6023: (x,y)=(6.96734,371.517)
6024: (x,y)=(4.93366,376.085)
6025: (x,y)=(9.38869,373.815)
6026: (x,y)=(13.1622,370.535)
6027: (x,y)=(18.0704,371.489)
6028: (x,y)=(18.4192,366.501)
6029: (x,y)=(14.274,363.705)
6030: (x,y)=(15.4836,368.556)
6031: (x,y)=(20.182,366.846)
6032: (x,y)=(17.173,370.84)
6033: (x,y)=(16.5636,365.877)
6034: (x,y)=(20.6087,368.816)
6035: (x,y)=(17.6698,372.861)
6036: (x,y)=(12.6698,372.861)
6037: (x,y)=(17.4251,371.316)
6038: (x,y)=(15.9632,366.534)
6039: (x,y)=(17.9169,361.932)
6040: (x,y)=(17.3075,356.969)
6041: (x,y)=(22.1983,358.009)
6042: (x,y)=(26.084,361.155)
6043: (x,y)=(24.9592,356.283)
6044: (x,y)=(23.0862,351.647)
6045: (x,y)=(18.0984,351.996)
6046: (x,y)=(22.2917,354.719)
6047: (x,y)=(25.4383,358.605)
6048: (x,y)=(30.3768,357.823)
6049: (x,y)=(32.0869,362.521)
6050: (x,y)=(34.9548,366.617)
6051: (x,y)=(30.4232,364.504)
6052: (x,y)=(32.2151,369.172)
6053: (x,y)=(35.2241,365.179)
6054: (x,y)=(34.8753,370.167)
6055: (x,y)=(30.1478,368.539)
6056: (x,y)=(28.7696,363.732)
6057: (x,y)=(32.8147,366.671)
6058: (x,y)=(35.9613,370.557)
6059: (x,y)=(30.9803,370.993)
6060: (x,y)=(35.9529,371.515)
6061: (x,y)=(31.9078,374.454)
6062: (x,y)=(27.5347,372.03)
6063: (x,y)=(32.5347,372.03)
6064: (x,y)=(35.4736,367.985)
6065: (x,y)=(33.2818,363.491)
6066: (x,y)=(31.9877,368.321)
6067: (x,y)=(30.6936,363.491)
6068: (x,y)=(28.1936,367.821)
6069: (x,y)=(24.9796,363.991)
6070: (x,y)=(28.3896,367.648)
6071: (x,y)=(32.5348,370.444)
6072: (x,y)=(30.1108,366.071)
6073: (x,y)=(26.2806,362.857)
6074: (x,y)=(30.6107,360.357)
6075: (x,y)=(32.7238,364.888)
6076: (x,y)=(28.5304,362.165)
6077: (x,y)=(28.2687,367.158)
6078: (x,y)=(32.3138,364.219)
6079: (x,y)=(34.0239,359.521)
6080: (x,y)=(35.569,354.766)
6081: (x,y)=(30.6783,353.726)
6082: (x,y)=(35.3462,351.934)
6083: (x,y)=(40.3462,351.934)
6084: (x,y)=(38.8011,356.69)
6085: (x,y)=(33.8019,356.777)
6086: (x,y)=(30.2052,353.304)
6087: (x,y)=(25.2424,352.694)
6088: (x,y)=(30.1809,351.912)
6089: (x,y)=(25.1999,352.348)
6090: (x,y)=(24.8511,357.336)
6091: (x,y)=(29.8237,357.858)
6092: (x,y)=(34.0171,355.135)
6093: (x,y)=(35.1418,350.263)
6094: (x,y)=(36.4359,345.434)
6095: (x,y)=(31.4367,345.346)
6096: (x,y)=(31.8725,340.365)
6097: (x,y)=(35.9682,337.498)
6098: (x,y)=(40.2541,340.073)
6099: (x,y)=(44.2472,343.082)
6100: (x,y)=(41.524,347.275)
6101: (x,y)=(46.0918,345.241)
6102: (x,y)=(46.7876,350.193)
6103: (x,y)=(42.7945,347.184)
6104: (x,y)=(45.3696,351.47)
6105: (x,y)=(47.7937,347.096)
6106: (x,y)=(50.5897,351.242)
6107: (x,y)=(45.7178,350.117)
6108: (x,y)=(41.8321,346.97)
6109: (x,y)=(36.8595,347.493)
6110: (x,y)=(38.6513,342.825)
6111: (x,y)=(33.896,341.28)
6112: (x,y)=(38.8042,342.234)
6113: (x,y)=(35.3942,338.577)
6114: (x,y)=(32.671,334.384)
6115: (x,y)=(37.0857,332.037)
6116: (x,y)=(41.7216,333.91)
6117: (x,y)=(38.7827,329.864)
6118: (x,y)=(42.5563,326.584)
6119: (x,y)=(37.5836,327.107)
6120: (x,y)=(33.3434,329.756)
6121: (x,y)=(38.0419,328.046)
6122: (x,y)=(38.2164,333.043)
6123: (x,y)=(33.7613,335.313)
6124: (x,y)=(34.3707,330.35)
6125: (x,y)=(29.7682,332.304)
6126: (x,y)=(27.2682,327.974)
6127: (x,y)=(29.6155,323.559)
6128: (x,y)=(29.2667,318.571)
6129: (x,y)=(31.7667,322.902)
6130: (x,y)=(33.8004,318.334)
6131: (x,y)=(29.3454,320.604)
6132: (x,y)=(26.1314,316.774)
6133: (x,y)=(24.5036,321.501)
6134: (x,y)=(19.6318,322.626)
6135: (x,y)=(17.9217,317.927)
6136: (x,y)=(22.3767,315.658)
6137: (x,y)=(25.657,319.431)
6138: (x,y)=(29.0026,323.147)
6139: (x,y)=(24.0945,324.101)
6140: (x,y)=(21.3713,328.294)
6141: (x,y)=(24.5179,332.18)
6142: (x,y)=(23.822,327.229)
6143: (x,y)=(18.9706,328.438)
6144: (x,y)=(19.1451,333.435)
6145: (x,y)=(15.6095,336.971)
6146: (x,y)=(11.078,339.084)
6147: (x,y)=(7.54245,335.548)
6148: (x,y)=(5.42936,340.08)
6149: (x,y)=(0.674077,338.535)
6150: (x,y)=(4.71916,341.474)
6151: (x,y)=(9.28689,339.44)
6152: (x,y)=(9.02521,344.433)
6153: (x,y)=(4.24369,342.971)
6154: (x,y)=(5.87153,338.244)
6155: (x,y)=(3.44748,342.617)
6156: (x,y)=(-1.44326,343.656)
6157: (x,y)=(-6.17085,342.028)
6158: (x,y)=(-5.64821,347.001)
6159: (x,y)=(-6.94231,342.171)
6160: (x,y)=(-11.357,344.519)
6161: (x,y)=(-15.7718,346.866)
6162: (x,y)=(-20.6014,348.16)
6163: (x,y)=(-24.3171,351.506)
6164: (x,y)=(-23.4489,346.582)
6165: (x,y)=(-23.0131,341.601)
6166: (x,y)=(-27.9372,340.733)
6167: (x,y)=(-22.9645,341.255)
6168: (x,y)=(-23.5739,336.293)
6169: (x,y)=(-19.6338,339.371)
6170: (x,y)=(-14.9659,337.579)
6171: (x,y)=(-19.8567,336.539)
6172: (x,y)=(-16.26,333.066)
6173: (x,y)=(-15.6506,328.103)
6174: (x,y)=(-15.128,323.131)
6175: (x,y)=(-11.1348,320.122)
6176: (x,y)=(-6.89457,322.771)
6177: (x,y)=(-7.76281,317.847)
6178: (x,y)=(-5.41545,322.262)
6179: (x,y)=(-6.70955,327.092)
6180: (x,y)=(-10.9498,329.741)
6181: (x,y)=(-6.01134,330.523)
6182: (x,y)=(-10.7666,328.978)
6183: (x,y)=(-11.9762,324.127)
6184: (x,y)=(-12.2379,319.134)
6185: (x,y)=(-15.8947,322.544)
6186: (x,y)=(-18.973,326.484)
6187: (x,y)=(-18.8857,331.483)
6188: (x,y)=(-20.1798,336.313)
6189: (x,y)=(-15.2414,337.095)
6190: (x,y)=(-17.195,332.492)
6191: (x,y)=(-15.4849,337.191)
6192: (x,y)=(-18.8306,340.906)
6193: (x,y)=(-21.3306,336.576)
6194: (x,y)=(-22.0265,331.625)
6195: (x,y)=(-26.3996,329.201)
6196: (x,y)=(-24.7717,324.473)
6197: (x,y)=(-20.357,322.126)
6198: (x,y)=(-23.2959,326.171)
6199: (x,y)=(-27.0695,322.891)
6200: (x,y)=(-27.0695,327.891)
6201: (x,y)=(-31.2146,330.687)
6202: (x,y)=(-33.7898,334.973)
6203: (x,y)=(-31.5199,339.428)
6204: (x,y)=(-32.1292,334.465)
6205: (x,y)=(-37.1262,334.639)
6206: (x,y)=(-38.918,339.307)
6207: (x,y)=(-43.4857,337.274)
6208: (x,y)=(-39.3406,340.07)
6209: (x,y)=(-41.0507,335.371)
6210: (x,y)=(-45.6866,337.244)
6211: (x,y)=(-41.3564,334.744)
6212: (x,y)=(-37.1162,337.394)
6213: (x,y)=(-42.0402,338.262)
6214: (x,y)=(-39.9272,333.73)
6215: (x,y)=(-34.9644,334.34)
6216: (x,y)=(-30.0926,335.465)
6217: (x,y)=(-33.7493,332.055)
6218: (x,y)=(-28.8979,333.264)
6219: (x,y)=(-33.7697,334.389)
6220: (x,y)=(-28.7705,334.302)
6221: (x,y)=(-28.945,339.299)
6222: (x,y)=(-33.9442,339.386)
6223: (x,y)=(-36.7402,335.241)
6224: (x,y)=(-33.8013,339.286)
6225: (x,y)=(-28.8286,339.808)
6226: (x,y)=(-24.9429,342.955)
6227: (x,y)=(-28.4162,346.552)
6228: (x,y)=(-28.4162,351.552)
6229: (x,y)=(-23.4778,350.77)
6230: (x,y)=(-18.6962,352.231)
6231: (x,y)=(-16.0466,347.991)
6232: (x,y)=(-13.0376,351.984)
6233: (x,y)=(-13.1248,346.985)
6234: (x,y)=(-10.7775,342.57)
6235: (x,y)=(-14.9708,339.847)
6236: (x,y)=(-10.6407,337.347)
6237: (x,y)=(-5.74996,338.387)
6238: (x,y)=(-2.09319,334.977)
6239: (x,y)=(-6.42332,332.477)
6240: (x,y)=(-4.31023,327.945)
6241: (x,y)=(-9.30337,328.207)
6242: (x,y)=(-14.2661,327.598)
6243: (x,y)=(-15.1343,332.522)
6244: (x,y)=(-18.7911,329.112)
6245: (x,y)=(-14.9609,325.898)
6246: (x,y)=(-19.1542,323.174)
6247: (x,y)=(-23.04,326.321)
6248: (x,y)=(-23.8221,331.259)
6249: (x,y)=(-27.8153,328.25)
6250: (x,y)=(-29.3604,323.495)
6251: (x,y)=(-27.1686,327.989)
6252: (x,y)=(-24.8212,323.574)
6253: (x,y)=(-25.17,328.562)
6254: (x,y)=(-27.5173,332.977)
6255: (x,y)=(-23.9206,329.504)
6256: (x,y)=(-23.5719,334.491)
6257: (x,y)=(-26.5809,330.498)
6258: (x,y)=(-27.0167,325.517)
6259: (x,y)=(-22.449,327.551)
6260: (x,y)=(-18.2556,330.274)
6261: (x,y)=(-18.5173,325.281)
6262: (x,y)=(-13.7897,323.653)
6263: (x,y)=(-16.9363,327.539)
6264: (x,y)=(-12.3686,329.573)
6265: (x,y)=(-7.41725,330.268)
6266: (x,y)=(-10.6975,326.495)
6267: (x,y)=(-6.70437,323.486)
6268: (x,y)=(-2.51101,320.763)
6269: (x,y)=(-2.94679,315.782)
6270: (x,y)=(-3.38257,320.763)
6271: (x,y)=(-6.25045,324.858)
6272: (x,y)=(-6.94632,319.907)
6273: (x,y)=(-9.59592,324.147)
6274: (x,y)=(-14.5473,324.843)
6275: (x,y)=(-10.717,328.057)
6276: (x,y)=(-12.4271,323.359)
6277: (x,y)=(-8.33137,320.491)
6278: (x,y)=(-5.46349,316.395)
6279: (x,y)=(-7.25533,311.727)
6280: (x,y)=(-11.4005,308.931)
6281: (x,y)=(-12.7787,304.125)
6282: (x,y)=(-7.99718,302.663)
6283: (x,y)=(-11.8274,305.877)
6284: (x,y)=(-16.657,304.583)
6285: (x,y)=(-18.4489,299.915)
6286: (x,y)=(-13.9173,302.028)
6287: (x,y)=(-9.24943,300.236)
6288: (x,y)=(-6.82538,304.609)
6289: (x,y)=(-4.55543,300.154)
6290: (x,y)=(-9.50677,299.458)
6291: (x,y)=(-10.0294,294.486)
6292: (x,y)=(-9.07537,289.578)
6293: (x,y)=(-13.4055,287.078)
6294: (x,y)=(-16.2734,282.982)
6295: (x,y)=(-17.483,287.833)
6296: (x,y)=(-20.8286,284.118)
6297: (x,y)=(-17.5483,287.891)
6298: (x,y)=(-19.0934,283.136)
6299: (x,y)=(-14.2871,284.514)
6300: (x,y)=(-16.9367,280.274)
6301: (x,y)=(-21.8994,279.664)
6302: (x,y)=(-26.7058,281.043)
6303: (x,y)=(-30.536,277.829)
6304: (x,y)=(-32.96,282.202)
6305: (x,y)=(-37.5626,280.248)
6306: (x,y)=(-32.8073,281.793)
6307: (x,y)=(-28.3133,279.601)
6308: (x,y)=(-33.204,278.562)
6309: (x,y)=(-35.704,274.232)
6310: (x,y)=(-35.2683,269.251)
6311: (x,y)=(-32.1217,273.136)
6312: (x,y)=(-28.1285,276.146)
6313: (x,y)=(-32.4586,278.646)
6314: (x,y)=(-27.9646,280.837)
6315: (x,y)=(-23.2662,279.127)
6316: (x,y)=(-23.1789,284.127)
6317: (x,y)=(-23.3534,279.13)
6318: (x,y)=(-20.9294,274.756)
6319: (x,y)=(-21.1039,279.753)
6320: (x,y)=(-24.3178,283.584)
6321: (x,y)=(-19.3208,283.409)
6322: (x,y)=(-14.5145,284.787)
6323: (x,y)=(-16.7845,289.242)
6324: (x,y)=(-16.5228,294.236)
6325: (x,y)=(-21.3524,292.941)
6326: (x,y)=(-16.6845,291.15)
6327: (x,y)=(-11.7218,290.54)
6328: (x,y)=(-15.7669,293.479)
6329: (x,y)=(-12.5529,297.309)
6330: (x,y)=(-14.666,292.778)
6331: (x,y)=(-14.0567,287.815)
6332: (x,y)=(-18.5882,285.702)
6333: (x,y)=(-15.2426,281.986)
6334: (x,y)=(-17.8922,277.746)
6335: (x,y)=(-22.88,278.095)
6336: (x,y)=(-18.386,280.287)
6337: (x,y)=(-22.9176,278.174)
6338: (x,y)=(-25.5672,273.933)
6339: (x,y)=(-20.8993,275.725)
6340: (x,y)=(-19.9452,270.817)
6341: (x,y)=(-14.9825,270.208)
6342: (x,y)=(-15.9365,265.3)
6343: (x,y)=(-17.4816,270.055)
6344: (x,y)=(-15.2898,265.561)
6345: (x,y)=(-17.2434,270.163)
6346: (x,y)=(-12.545,271.874)
6347: (x,y)=(-16.9597,269.526)
6348: (x,y)=(-20.3053,265.81)
6349: (x,y)=(-19.9566,270.798)
6350: (x,y)=(-15.4626,268.606)
6351: (x,y)=(-19.2361,265.326)
6352: (x,y)=(-20.2757,270.217)
6353: (x,y)=(-24.6904,267.87)
6354: (x,y)=(-27.9707,264.096)
6355: (x,y)=(-31.5674,260.623)
6356: (x,y)=(-28.4208,256.737)
6357: (x,y)=(-25.4819,260.782)
6358: (x,y)=(-23.5282,256.179)
6359: (x,y)=(-21.0282,260.51)
6360: (x,y)=(-16.9832,257.571)
6361: (x,y)=(-14.26,261.764)
6362: (x,y)=(-9.43033,260.47)
6363: (x,y)=(-9.77912,255.482)
6364: (x,y)=(-14.7032,254.614)
6365: (x,y)=(-10.373,252.114)
6366: (x,y)=(-13.0962,256.307)
6367: (x,y)=(-17.511,258.655)
6368: (x,y)=(-19.384,263.291)
6369: (x,y)=(-14.7815,261.337)
6370: (x,y)=(-19.7055,260.469)
6371: (x,y)=(-20.4877,255.53)
6372: (x,y)=(-25.2692,254.068)
6373: (x,y)=(-25.0947,259.065)
6374: (x,y)=(-28.2413,262.951)
6375: (x,y)=(-24.1962,265.89)
6376: (x,y)=(-23.4141,260.951)
6377: (x,y)=(-18.5844,262.246)
6378: (x,y)=(-20.7763,257.752)
6379: (x,y)=(-18.6632,253.22)
6380: (x,y)=(-16.7095,248.618)
6381: (x,y)=(-21.3774,246.826)
6382: (x,y)=(-17.1372,244.176)
6383: (x,y)=(-13.6639,247.773)
6384: (x,y)=(-14.8735,252.624)
6385: (x,y)=(-12.6036,257.079)
6386: (x,y)=(-14.6372,261.647)
6387: (x,y)=(-14.55,266.646)
6388: (x,y)=(-19.5469,266.821)
6389: (x,y)=(-23.8328,264.246)
6390: (x,y)=(-28.7235,265.285)
6391: (x,y)=(-24.0876,263.412)
6392: (x,y)=(-27.0967,259.419)
6393: (x,y)=(-30.6934,262.892)
